bbcid,system,summary,is_factual,worker_id
39753996,BERTS2S,inverness caledonian thistle moved off the bottom of the premiership with victory over hamilton academical.,no,wid_1
39753996,BERTS2S,inverness caledonian thistle moved off the bottom of the premiership with victory over hamilton academical.,no,wid_2
29360284,BERTS2S,plans to improve parking at a birmingham park are being investigated by councillors.,no,wid_0
29360284,BERTS2S,plans to improve parking at a birmingham park are being investigated by councillors.,no,wid_1
29360284,BERTS2S,plans to improve parking at a birmingham park are being investigated by councillors.,no,wid_2
26065545,BERTS2S,syria's government says it is failing to comply with the un's deadline for the sale of chemical weapons.,no,wid_0
26065545,BERTS2S,syria's government says it is failing to comply with the un's deadline for the sale of chemical weapons.,no,wid_1
26065545,BERTS2S,syria's government says it is failing to comply with the un's deadline for the sale of chemical weapons.,no,wid_2
36922763,BERTS2S,millions of people in england and wales have been given free tax credits by the bank of england and the hm revenue and customs.,no,wid_0
36922763,BERTS2S,millions of people in england and wales have been given free tax credits by the bank of england and the hm revenue and customs.,no,wid_1
36922763,BERTS2S,millions of people in england and wales have been given free tax credits by the bank of england and the hm revenue and customs.,no,wid_2
36226983,BERTS2S,scientists are taking pictures of deep-sea underwater exploration.,no,wid_0
36226983,BERTS2S,scientists are taking pictures of deep-sea underwater exploration.,no,wid_1
36226983,BERTS2S,scientists are taking pictures of deep-sea underwater exploration.,no,wid_2
36686216,BERTS2S,germany's alexander jung has won olympic gold in the dressage at rio 2016.,no,wid_0
36686216,BERTS2S,germany's alexander jung has won olympic gold in the dressage at rio 2016.,no,wid_1
36686216,BERTS2S,germany's alexander jung has won olympic gold in the dressage at rio 2016.,no,wid_2
32435850,BERTS2S,it's not often that the defence policy in the uk isn't considered a priority.,no,wid_0
32435850,BERTS2S,it's not often that the defence policy in the uk isn't considered a priority.,no,wid_1
32435850,BERTS2S,it's not often that the defence policy in the uk isn't considered a priority.,no,wid_2
30216408,BERTS2S,"the number of children using tablet computers in schools is rising, according to research from the university of cambridge.",no,wid_0
30216408,BERTS2S,"the number of children using tablet computers in schools is rising, according to research from the university of cambridge.",no,wid_1
30216408,BERTS2S,"the number of children using tablet computers in schools is rising, according to research from the university of cambridge.",no,wid_2
37467287,BERTS2S,miami marlins baseball player luis fernandez has been granted citizenship in the united states.,no,wid_0
37467287,BERTS2S,miami marlins baseball player luis fernandez has been granted citizenship in the united states.,no,wid_1
37467287,BERTS2S,miami marlins baseball player luis fernandez has been granted citizenship in the united states.,no,wid_2
36958859,BERTS2S,league two side wycombe wanderers have signed torquay united midfielder angus macdonald on a two-year deal.,no,wid_0
36958859,BERTS2S,league two side wycombe wanderers have signed torquay united midfielder angus macdonald on a two-year deal.,no,wid_1
36958859,BERTS2S,league two side wycombe wanderers have signed torquay united midfielder angus macdonald on a two-year deal.,no,wid_2
30648457,BERTS2S,a motorcyclist has been arrested on suspicion of causing death by dangerous driving after a crash between a lorry and a lorry.,no,wid_0
30648457,BERTS2S,a motorcyclist has been arrested on suspicion of causing death by dangerous driving after a crash between a lorry and a lorry.,no,wid_1
30648457,BERTS2S,a motorcyclist has been arrested on suspicion of causing death by dangerous driving after a crash between a lorry and a lorry.,no,wid_2
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,yes,wid_0
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,yes,wid_1
35226958,BERTS2S,thousands of bottles of plastic plastic bottles have washed up on a cornish beach.,yes,wid_2
35903821,BERTS2S,potholes have been discovered at three potholes in northumberland.,no,wid_0
35903821,BERTS2S,potholes have been discovered at three potholes in northumberland.,no,wid_1
35903821,BERTS2S,potholes have been discovered at three potholes in northumberland.,no,wid_2
36469756,BERTS2S,widnes vikings moved level on points with super league leaders castleford tigers with victory over castleford tigers.,yes,wid_0
36469756,BERTS2S,widnes vikings moved level on points with super league leaders castleford tigers with victory over castleford tigers.,yes,wid_1
36469756,BERTS2S,widnes vikings moved level on points with super league leaders castleford tigers with victory over castleford tigers.,yes,wid_2
40944669,BERTS2S,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,no,wid_0
40944669,BERTS2S,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,no,wid_1
40944669,BERTS2S,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,no,wid_2
38239329,BERTS2S,wales head coach robin mcbryde will take charge of the summer tour of new zealand this summer.,no,wid_0
38239329,BERTS2S,wales head coach robin mcbryde will take charge of the summer tour of new zealand this summer.,no,wid_1
38239329,BERTS2S,wales head coach robin mcbryde will take charge of the summer tour of new zealand this summer.,no,wid_2
37310327,BERTS2S,thousands of people in south yorkshire have been allowed to grow fruit for the first time in more than 50 years.,no,wid_0
37310327,BERTS2S,thousands of people in south yorkshire have been allowed to grow fruit for the first time in more than 50 years.,no,wid_1
37310327,BERTS2S,thousands of people in south yorkshire have been allowed to grow fruit for the first time in more than 50 years.,no,wid_2
21197406,BERTS2S,"a powerful earthquake has struck central italy, killing at least seven people and injuring more than 100.",no,wid_0
21197406,BERTS2S,"a powerful earthquake has struck central italy, killing at least seven people and injuring more than 100.",no,wid_1
21197406,BERTS2S,"a powerful earthquake has struck central italy, killing at least seven people and injuring more than 100.",no,wid_2
35864106,BERTS2S,"at least 31 people have been arrested in morocco after fans clashed with supporters of the moroccan club raja fmrff on saturday, police say.",yes,wid_0
35864106,BERTS2S,"at least 31 people have been arrested in morocco after fans clashed with supporters of the moroccan club raja fmrff on saturday, police say.",no,wid_1
35864106,BERTS2S,"at least 31 people have been arrested in morocco after fans clashed with supporters of the moroccan club raja fmrff on saturday, police say.",no,wid_2
38693675,BERTS2S,a man has been found guilty of the manslaughter of his mother who died after a fight at a holiday park.,no,wid_0
38693675,BERTS2S,a man has been found guilty of the manslaughter of his mother who died after a fight at a holiday park.,no,wid_1
38693675,BERTS2S,a man has been found guilty of the manslaughter of his mother who died after a fight at a holiday park.,no,wid_2
13569129,BERTS2S,"angola's government has abandoned its controversial controversial anti-government law, which would have banned anti-government protests.",no,wid_0
13569129,BERTS2S,"angola's government has abandoned its controversial controversial anti-government law, which would have banned anti-government protests.",no,wid_1
13569129,BERTS2S,"angola's government has abandoned its controversial controversial anti-government law, which would have banned anti-government protests.",no,wid_2
33203666,BERTS2S,campaigners are calling for a vaccinating vaccination against cancer in wales.,yes,wid_0
33203666,BERTS2S,campaigners are calling for a vaccinating vaccination against cancer in wales.,yes,wid_1
33203666,BERTS2S,campaigners are calling for a vaccinating vaccination against cancer in wales.,yes,wid_2
38527669,BERTS2S,british number two stan wawrinka has been knocked out of the atp world tour finals in the semi-finals of the monte carlo masters.,no,wid_0
38527669,BERTS2S,british number two stan wawrinka has been knocked out of the atp world tour finals in the semi-finals of the monte carlo masters.,no,wid_1
38527669,BERTS2S,british number two stan wawrinka has been knocked out of the atp world tour finals in the semi-finals of the monte carlo masters.,no,wid_2
38550016,BERTS2S,"when steve jobs was released last month, the world was going to have to change.",no,wid_0
38550016,BERTS2S,"when steve jobs was released last month, the world was going to have to change.",no,wid_1
38550016,BERTS2S,"when steve jobs was released last month, the world was going to have to change.",no,wid_2
37814323,BERTS2S,robert snodgrass's first premier league goal was enough to give southampton victory over hull city.,no,wid_0
37814323,BERTS2S,robert snodgrass's first premier league goal was enough to give southampton victory over hull city.,no,wid_1
37814323,BERTS2S,robert snodgrass's first premier league goal was enough to give southampton victory over hull city.,no,wid_2
38157000,BERTS2S,worcestershire have re-signed south africa all-rounder mitch santner for this summer's t20 blast.,no,wid_0
38157000,BERTS2S,worcestershire have re-signed south africa all-rounder mitch santner for this summer's t20 blast.,no,wid_1
38157000,BERTS2S,worcestershire have re-signed south africa all-rounder mitch santner for this summer's t20 blast.,no,wid_2
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,no,wid_0
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,no,wid_1
40613520,BERTS2S,a driver who killed a motorcyclist in conwy county has been jailed for six months.,no,wid_2
34461949,BERTS2S,"singapore's government has said it is "" very concerned "" about the environmental damage caused by the forest fires in south east asia.",no,wid_0
34461949,BERTS2S,"singapore's government has said it is "" very concerned "" about the environmental damage caused by the forest fires in south east asia.",yes,wid_1
34461949,BERTS2S,"singapore's government has said it is "" very concerned "" about the environmental damage caused by the forest fires in south east asia.",no,wid_2
35278963,BERTS2S,"offenders in england and wales are being turned away from prison for unpaid work, a report has found.",no,wid_0
35278963,BERTS2S,"offenders in england and wales are being turned away from prison for unpaid work, a report has found.",no,wid_1
35278963,BERTS2S,"offenders in england and wales are being turned away from prison for unpaid work, a report has found.",no,wid_2
22839609,BERTS2S,documents released by the us government have revealed details of spooks and surveillance operations by the us national security agency ( prism ).,no,wid_0
22839609,BERTS2S,documents released by the us government have revealed details of spooks and surveillance operations by the us national security agency ( prism ).,no,wid_1
22839609,BERTS2S,documents released by the us government have revealed details of spooks and surveillance operations by the us national security agency ( prism ).,no,wid_2
36914884,BERTS2S,an elephant has been hit by a stone at a zoo in western france after it was hit by a tree.,no,wid_0
36914884,BERTS2S,an elephant has been hit by a stone at a zoo in western france after it was hit by a tree.,no,wid_1
36914884,BERTS2S,an elephant has been hit by a stone at a zoo in western france after it was hit by a tree.,no,wid_2
39540625,BERTS2S,"aberdeen captain stephen thompson says the club's "" great achievement "" at the top of the premiership is not the best he has ever been.",no,wid_0
39540625,BERTS2S,"aberdeen captain stephen thompson says the club's "" great achievement "" at the top of the premiership is not the best he has ever been.",no,wid_1
39540625,BERTS2S,"aberdeen captain stephen thompson says the club's "" great achievement "" at the top of the premiership is not the best he has ever been.",no,wid_2
35773812,BERTS2S,argos has reported a fall in sales as a result of a potential takeover by argos.,no,wid_0
35773812,BERTS2S,argos has reported a fall in sales as a result of a potential takeover by argos.,no,wid_1
35773812,BERTS2S,argos has reported a fall in sales as a result of a potential takeover by argos.,no,wid_2
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,no,wid_0
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,no,wid_1
35739348,BERTS2S,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,no,wid_2
22534665,BERTS2S,the home secretary has said she wants to introduce new laws on the life of police officers convicted of crimes against humanity.,no,wid_0
22534665,BERTS2S,the home secretary has said she wants to introduce new laws on the life of police officers convicted of crimes against humanity.,no,wid_1
22534665,BERTS2S,the home secretary has said she wants to introduce new laws on the life of police officers convicted of crimes against humanity.,no,wid_2
32719212,BERTS2S,a radar survey has been carried out of the world's tallest obelisk to see if it has been damaged by lightning.,no,wid_0
32719212,BERTS2S,a radar survey has been carried out of the world's tallest obelisk to see if it has been damaged by lightning.,no,wid_1
32719212,BERTS2S,a radar survey has been carried out of the world's tallest obelisk to see if it has been damaged by lightning.,no,wid_2
38213922,BERTS2S,manchester city and manchester city have been charged by the football association for violent conduct during saturday's premier league game at etihad stadium.,no,wid_0
38213922,BERTS2S,manchester city and manchester city have been charged by the football association for violent conduct during saturday's premier league game at etihad stadium.,no,wid_1
38213922,BERTS2S,manchester city and manchester city have been charged by the football association for violent conduct during saturday's premier league game at etihad stadium.,no,wid_2
36066329,BERTS2S,an 80-year-old woman has been injured after being hit by a bin lorry in edinburgh.,no,wid_0
36066329,BERTS2S,an 80-year-old woman has been injured after being hit by a bin lorry in edinburgh.,no,wid_1
36066329,BERTS2S,an 80-year-old woman has been injured after being hit by a bin lorry in edinburgh.,no,wid_2
35426361,BERTS2S,"one of the world's most aggressive octopuses appears to show signs of aggressive behaviour, a study suggests.",yes,wid_0
35426361,BERTS2S,"one of the world's most aggressive octopuses appears to show signs of aggressive behaviour, a study suggests.",yes,wid_1
35426361,BERTS2S,"one of the world's most aggressive octopuses appears to show signs of aggressive behaviour, a study suggests.",yes,wid_2
37471830,BERTS2S,two people in south west scotland have been targeted by telephone scams.,yes,wid_0
37471830,BERTS2S,two people in south west scotland have been targeted by telephone scams.,yes,wid_1
37471830,BERTS2S,two people in south west scotland have been targeted by telephone scams.,yes,wid_2
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday's game against huddersfield.,no,wid_0
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday's game against huddersfield.,no,wid_1
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday's game against huddersfield.,no,wid_2
34768820,BERTS2S,a 17-year-old boy has been stabbed to death during a fight at a party in north-west london.,yes,wid_0
34768820,BERTS2S,a 17-year-old boy has been stabbed to death during a fight at a party in north-west london.,yes,wid_1
34768820,BERTS2S,a 17-year-old boy has been stabbed to death during a fight at a party in north-west london.,yes,wid_2
39519574,BERTS2S,world number one dustin johnson has pulled out of next week's us pga championship at wentworth because of a back injury.,no,wid_0
39519574,BERTS2S,world number one dustin johnson has pulled out of next week's us pga championship at wentworth because of a back injury.,no,wid_1
39519574,BERTS2S,world number one dustin johnson has pulled out of next week's us pga championship at wentworth because of a back injury.,no,wid_2
37546354,BERTS2S,the us says it has suspended talks with russia over a cessation of hostilities in syria.,yes,wid_0
37546354,BERTS2S,the us says it has suspended talks with russia over a cessation of hostilities in syria.,yes,wid_1
37546354,BERTS2S,the us says it has suspended talks with russia over a cessation of hostilities in syria.,yes,wid_2
32280676,BERTS2S,nigeria's main opposition party has suffered its biggest defeat since the end of the country's four-year elections.,no,wid_0
32280676,BERTS2S,nigeria's main opposition party has suffered its biggest defeat since the end of the country's four-year elections.,no,wid_1
32280676,BERTS2S,nigeria's main opposition party has suffered its biggest defeat since the end of the country's four-year elections.,no,wid_2
38946148,BERTS2S,chelsea boss mauricio pochettino says his side need to be ready to challenge for the premier league title after a 2-1 draw at tottenham,no,wid_0
38946148,BERTS2S,chelsea boss mauricio pochettino says his side need to be ready to challenge for the premier league title after a 2-1 draw at tottenham,no,wid_1
38946148,BERTS2S,chelsea boss mauricio pochettino says his side need to be ready to challenge for the premier league title after a 2-1 draw at tottenham,no,wid_2
38316455,BERTS2S,"wales 'natural resources wales ( nrw ) has accused the uk government of "" unrealistic "" plans for a tidal lagoon in swansea bay.",no,wid_0
38316455,BERTS2S,"wales 'natural resources wales ( nrw ) has accused the uk government of "" unrealistic "" plans for a tidal lagoon in swansea bay.",no,wid_1
38316455,BERTS2S,"wales 'natural resources wales ( nrw ) has accused the uk government of "" unrealistic "" plans for a tidal lagoon in swansea bay.",no,wid_2
34862856,BERTS2S,the family of a seven-year-old boy who has his own special education say they are struggling to find a place for him.,no,wid_0
34862856,BERTS2S,the family of a seven-year-old boy who has his own special education say they are struggling to find a place for him.,no,wid_1
34862856,BERTS2S,the family of a seven-year-old boy who has his own special education say they are struggling to find a place for him.,no,wid_2
39419795,BERTS2S,cardiff blues suffered their first european challenge cup defeat of the season as gloucester came from behind to beat gloucester at kingsholm.,no,wid_0
39419795,BERTS2S,cardiff blues suffered their first european challenge cup defeat of the season as gloucester came from behind to beat gloucester at kingsholm.,no,wid_1
39419795,BERTS2S,cardiff blues suffered their first european challenge cup defeat of the season as gloucester came from behind to beat gloucester at kingsholm.,no,wid_2
36457308,BERTS2S,gianni giaccherini scored twice as italy beat belgium 2-0 to reach the last 16 of the european championship for the first time.,no,wid_0
36457308,BERTS2S,gianni giaccherini scored twice as italy beat belgium 2-0 to reach the last 16 of the european championship for the first time.,no,wid_1
36457308,BERTS2S,gianni giaccherini scored twice as italy beat belgium 2-0 to reach the last 16 of the european championship for the first time.,no,wid_2
12402158,BERTS2S,"for a man who has been rescued by the nazis in world war two, nicholas winton was a hero.",no,wid_0
12402158,BERTS2S,"for a man who has been rescued by the nazis in world war two, nicholas winton was a hero.",no,wid_1
12402158,BERTS2S,"for a man who has been rescued by the nazis in world war two, nicholas winton was a hero.",no,wid_2
38334966,BERTS2S,how much do you remember about the news in wales over the past 12 months?,yes,wid_0
38334966,BERTS2S,how much do you remember about the news in wales over the past 12 months?,yes,wid_1
38334966,BERTS2S,how much do you remember about the news in wales over the past 12 months?,yes,wid_2
21267591,BERTS2S,the leader of bahrain's main opposition party has said there needs to be dialogue between the kingdom's crown prince and government.,no,wid_0
21267591,BERTS2S,the leader of bahrain's main opposition party has said there needs to be dialogue between the kingdom's crown prince and government.,no,wid_1
21267591,BERTS2S,the leader of bahrain's main opposition party has said there needs to be dialogue between the kingdom's crown prince and government.,no,wid_2
32189288,BERTS2S,"in the early hours of tuesday morning, cynthia garissa woke up in her bedroom in garissa, kenya's capital, garissa.",no,wid_0
32189288,BERTS2S,"in the early hours of tuesday morning, cynthia garissa woke up in her bedroom in garissa, kenya's capital, garissa.",no,wid_1
32189288,BERTS2S,"in the early hours of tuesday morning, cynthia garissa woke up in her bedroom in garissa, kenya's capital, garissa.",no,wid_2
23602056,BERTS2S,"a rare roman gold pendant, believed to be one of the oldest in the world, has been found in norfolk.",yes,wid_0
23602056,BERTS2S,"a rare roman gold pendant, believed to be one of the oldest in the world, has been found in norfolk.",yes,wid_1
23602056,BERTS2S,"a rare roman gold pendant, believed to be one of the oldest in the world, has been found in norfolk.",yes,wid_2
38457071,BERTS2S,former manchester united midfielder carl tevez is set to join chinese super league side shanghai sipg.,no,wid_0
38457071,BERTS2S,former manchester united midfielder carl tevez is set to join chinese super league side shanghai sipg.,no,wid_1
38457071,BERTS2S,former manchester united midfielder carl tevez is set to join chinese super league side shanghai sipg.,no,wid_2
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,no,wid_0
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,no,wid_1
33210810,BERTS2S,one person has died following a two-vehicle crash on the a9 in the highlands.,no,wid_2
22021705,BERTS2S,three canadian fugitives have been arrested and charged with attempting to smuggle drugs into the us.,yes,wid_0
22021705,BERTS2S,three canadian fugitives have been arrested and charged with attempting to smuggle drugs into the us.,yes,wid_1
22021705,BERTS2S,three canadian fugitives have been arrested and charged with attempting to smuggle drugs into the us.,yes,wid_2
35265124,BERTS2S,a woman has been found guilty of raping a teenage girl in a care home while she was under the age of 12.,no,wid_0
35265124,BERTS2S,a woman has been found guilty of raping a teenage girl in a care home while she was under the age of 12.,no,wid_1
35265124,BERTS2S,a woman has been found guilty of raping a teenage girl in a care home while she was under the age of 12.,no,wid_2
35307918,BERTS2S,"a former nfl player has died in a us court in the us state of nebraska, aged 37.",no,wid_0
35307918,BERTS2S,"a former nfl player has died in a us court in the us state of nebraska, aged 37.",no,wid_1
35307918,BERTS2S,"a former nfl player has died in a us court in the us state of nebraska, aged 37.",no,wid_2
36031417,BERTS2S,macedonia's president aleksandar ivanov says he will cut ties with the government and cut ties with the government.,no,wid_0
36031417,BERTS2S,macedonia's president aleksandar ivanov says he will cut ties with the government and cut ties with the government.,no,wid_1
36031417,BERTS2S,macedonia's president aleksandar ivanov says he will cut ties with the government and cut ties with the government.,no,wid_2
37573886,BERTS2S,"a modelling agency has been accused of using "" beautiful "" hair and hair as a "" beauty spot "" in a recruitment campaign.",no,wid_0
37573886,BERTS2S,"a modelling agency has been accused of using "" beautiful "" hair and hair as a "" beauty spot "" in a recruitment campaign.",no,wid_1
37573886,BERTS2S,"a modelling agency has been accused of using "" beautiful "" hair and hair as a "" beauty spot "" in a recruitment campaign.",no,wid_2
35289959,BERTS2S,the european union has launched a criminal investigation into mcdonald's owners mcdonald's in italy.,no,wid_0
35289959,BERTS2S,the european union has launched a criminal investigation into mcdonald's owners mcdonald's in italy.,no,wid_1
35289959,BERTS2S,the european union has launched a criminal investigation into mcdonald's owners mcdonald's in italy.,no,wid_2
38113759,BERTS2S,st johnstone eased to victory over 10-man inverness caledonian thistle to move off the bottom of the scottish premiership.,no,wid_0
38113759,BERTS2S,st johnstone eased to victory over 10-man inverness caledonian thistle to move off the bottom of the scottish premiership.,yes,wid_1
38113759,BERTS2S,st johnstone eased to victory over 10-man inverness caledonian thistle to move off the bottom of the scottish premiership.,yes,wid_2
27387425,BERTS2S,"the us has urged china to end "" provocative "" waters in disputed waters in the south china sea.",yes,wid_0
27387425,BERTS2S,"the us has urged china to end "" provocative "" waters in disputed waters in the south china sea.",yes,wid_1
27387425,BERTS2S,"the us has urged china to end "" provocative "" waters in disputed waters in the south china sea.",yes,wid_2
32446508,BERTS2S,a fishing boat has been towed to safety after it broke down in the sea off anglesey.,yes,wid_0
32446508,BERTS2S,a fishing boat has been towed to safety after it broke down in the sea off anglesey.,yes,wid_1
32446508,BERTS2S,a fishing boat has been towed to safety after it broke down in the sea off anglesey.,no,wid_2
36960270,BERTS2S,wayne rooney's testimonial against manchester united has been broadcast live on facebook.,no,wid_0
36960270,BERTS2S,wayne rooney's testimonial against manchester united has been broadcast live on facebook.,no,wid_1
36960270,BERTS2S,wayne rooney's testimonial against manchester united has been broadcast live on facebook.,no,wid_2
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,no,wid_0
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,no,wid_1
39270960,BERTS2S,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,no,wid_2
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,no,wid_0
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,no,wid_1
36362101,BERTS2S,barnsley have signed wrexham striker kayden jackson for an undisclosed fee on a three-year deal.,no,wid_2
31084967,BERTS2S,two london underground stations are to close as part of a shake-up of ticket office operations.,no,wid_0
31084967,BERTS2S,two london underground stations are to close as part of a shake-up of ticket office operations.,no,wid_1
31084967,BERTS2S,two london underground stations are to close as part of a shake-up of ticket office operations.,no,wid_2
40911747,BERTS2S,police in the republic of ireland are searching for a man who has been missing for more than 20 years.,no,wid_0
40911747,BERTS2S,police in the republic of ireland are searching for a man who has been missing for more than 20 years.,no,wid_1
40911747,BERTS2S,police in the republic of ireland are searching for a man who has been missing for more than 20 years.,no,wid_2
36506952,BERTS2S,hundreds of students in south korea have had to wait until monday to take part in the university entrance test.,no,wid_0
36506952,BERTS2S,hundreds of students in south korea have had to wait until monday to take part in the university entrance test.,no,wid_1
36506952,BERTS2S,hundreds of students in south korea have had to wait until monday to take part in the university entrance test.,no,wid_2
36570567,BERTS2S,manager chris coleman says wales are capable of reaching the last 16 of euro 2016 after their 1-0 defeat by england.,no,wid_0
36570567,BERTS2S,manager chris coleman says wales are capable of reaching the last 16 of euro 2016 after their 1-0 defeat by england.,no,wid_1
36570567,BERTS2S,manager chris coleman says wales are capable of reaching the last 16 of euro 2016 after their 1-0 defeat by england.,no,wid_2
38763308,BERTS2S,bbc wales 'leanne jones has announced that a baby boy has been born to a father.,no,wid_0
38763308,BERTS2S,bbc wales 'leanne jones has announced that a baby boy has been born to a father.,yes,wid_1
38763308,BERTS2S,bbc wales 'leanne jones has announced that a baby boy has been born to a father.,no,wid_2
31091373,BERTS2S,a schoolboy from west lothian who was diagnosed with cancer has died from his cancer.,yes,wid_0
31091373,BERTS2S,a schoolboy from west lothian who was diagnosed with cancer has died from his cancer.,no,wid_1
31091373,BERTS2S,a schoolboy from west lothian who was diagnosed with cancer has died from his cancer.,yes,wid_2
39705629,BERTS2S,steven sidwell says he wants to stay at brighton until the end of the season.,no,wid_0
39705629,BERTS2S,steven sidwell says he wants to stay at brighton until the end of the season.,no,wid_1
39705629,BERTS2S,steven sidwell says he wants to stay at brighton until the end of the season.,no,wid_2
33584822,BERTS2S,"liberal democrat leader tim farron has said he is "" absolutely committed "" to protecting equality for all people.",yes,wid_0
33584822,BERTS2S,"liberal democrat leader tim farron has said he is "" absolutely committed "" to protecting equality for all people.",no,wid_1
33584822,BERTS2S,"liberal democrat leader tim farron has said he is "" absolutely committed "" to protecting equality for all people.",yes,wid_2
32282102,BERTS2S,the stars of avengers: avengers: the force awakens were the biggest winners at this year's avengers awards.,no,wid_0
32282102,BERTS2S,the stars of avengers: avengers: the force awakens were the biggest winners at this year's avengers awards.,no,wid_1
32282102,BERTS2S,the stars of avengers: avengers: the force awakens were the biggest winners at this year's avengers awards.,no,wid_2
24978479,BERTS2S,the sister of a woman who died after being hit by a lorry in london has appealed for people to come forward.,yes,wid_0
24978479,BERTS2S,the sister of a woman who died after being hit by a lorry in london has appealed for people to come forward.,yes,wid_1
24978479,BERTS2S,the sister of a woman who died after being hit by a lorry in london has appealed for people to come forward.,yes,wid_2
33480318,BERTS2S,england wrapped up a crushing victory in the second test against australia in cardiff to take a 1-0 series lead.,no,wid_0
33480318,BERTS2S,england wrapped up a crushing victory in the second test against australia in cardiff to take a 1-0 series lead.,no,wid_1
33480318,BERTS2S,england wrapped up a crushing victory in the second test against australia in cardiff to take a 1-0 series lead.,no,wid_2
29724093,BERTS2S,french-born olympic martial arts champion and olympic gold medallist jean-claude dourbake won the olympic gold medal at rio 2016.,no,wid_0
29724093,BERTS2S,french-born olympic martial arts champion and olympic gold medallist jean-claude dourbake won the olympic gold medal at rio 2016.,no,wid_1
29724093,BERTS2S,french-born olympic martial arts champion and olympic gold medallist jean-claude dourbake won the olympic gold medal at rio 2016.,no,wid_2
36054083,BERTS2S,"drones could be used to smuggle drugs into a prison, a prison official has said.",no,wid_0
36054083,BERTS2S,"drones could be used to smuggle drugs into a prison, a prison official has said.",yes,wid_1
36054083,BERTS2S,"drones could be used to smuggle drugs into a prison, a prison official has said.",no,wid_2
18644660,BERTS2S,"ben parkinson's family say they have been "" overwhelmed "" by the number of people who have received a facebook list for his support following the olympic torch",no,wid_0
18644660,BERTS2S,"ben parkinson's family say they have been "" overwhelmed "" by the number of people who have received a facebook list for his support following the olympic torch",no,wid_1
18644660,BERTS2S,"ben parkinson's family say they have been "" overwhelmed "" by the number of people who have received a facebook list for his support following the olympic torch",no,wid_2
38413986,BERTS2S,"strong winds and winds of up to 80mph hit wales on friday morning, causing disruption and disruption.",no,wid_0
38413986,BERTS2S,"strong winds and winds of up to 80mph hit wales on friday morning, causing disruption and disruption.",yes,wid_1
38413986,BERTS2S,"strong winds and winds of up to 80mph hit wales on friday morning, causing disruption and disruption.",no,wid_2
34195413,BERTS2S,"( close ): london's leading shares rose on wednesday, with the ftse 100 closing higher.",no,wid_0
34195413,BERTS2S,"( close ): london's leading shares rose on wednesday, with the ftse 100 closing higher.",no,wid_1
22676080,BERTS2S,"google chairman joe schmidt has said the uk government is "" not doing enough "" to pay tax on its tax arrangements, following a debate on the uk '",no,wid_0
22676080,BERTS2S,"google chairman joe schmidt has said the uk government is "" not doing enough "" to pay tax on its tax arrangements, following a debate on the uk '",no,wid_1
22676080,BERTS2S,"google chairman joe schmidt has said the uk government is "" not doing enough "" to pay tax on its tax arrangements, following a debate on the uk '",no,wid_2
38534338,BERTS2S,police have launched an investigation after a man's body was found in a house in kilmarnock.,no,wid_0
38534338,BERTS2S,police have launched an investigation after a man's body was found in a house in kilmarnock.,no,wid_1
38534338,BERTS2S,police have launched an investigation after a man's body was found in a house in kilmarnock.,no,wid_2
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",no,wid_0
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",no,wid_1
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",no,wid_2
34769201,BERTS2S,"neymar cole, one of the first ebola victims in africa, has been born in sierra leone.",no,wid_0
34769201,BERTS2S,"neymar cole, one of the first ebola victims in africa, has been born in sierra leone.",no,wid_1
34769201,BERTS2S,"neymar cole, one of the first ebola victims in africa, has been born in sierra leone.",no,wid_2
